Error,Word
ও য় ে ব স া ই ট ্ ট ি,ও য ় ে ব স া ই ট ট ি
ক ্ র ি ক ে ত ে,ক ্ র ি ক ে ট ে
চ া র ত ি ত ে,চ া র ট ি ত ে
প ে র ফ র ম ে ঞ ্ চ ে র,প া র ফ র ম ্ য া ন ্ স ে র
চ ে ল ে,ছ ে ল ে
ঘ ত ন া,ঘ ট ন া ট ি
ন ি হ ি ও ত,ন ি হ ত
প ু র প ু র ি,প ু র ে া প ু র ি
দ ল ত,দ ল ত ো
ঋ ন,ঋ ণ
ন ে ও য় া,ন ে য় া
শ া হ া জ ্ জ ে,স া হ া য ্ য ে
স া স ্ ত ি জ জ ্ ঞ,শ া স ্ ত ি য ো গ ্ য
ব া র থ ত া র,ব ্ য র ্ থ ত া য়
ব ি ছ া র ে,ব ি চ া র ে র
ম া ন ু শ দ ে র,ম া ন ু ষ দ ে র
ন ি শ ে ধ া জ ্ ঞ া,ন ি ষ ে ধ া জ ্ ঞ া
ব ছ র ি,ব ছ র ই
স ত র,স ্ ত র
প ্ র ি থ ি ব ি ত ে,প ৃ থ ি ব ী ত ে
প ্ র থ ি য শ া,প ্ র থ ি ত য শ া
প র ল ে,প ড় ল ে
স ু ত ্ র ধ র ে,স ূ ত ্ র ধ র ে
৬ ৯ ত ি,৬ ৯ ট ি
শ ম য় ি,স ম য় ই
দ ে শ ্ ত ি র,দ ে শ ট ি র
শ ন ্ স ক া র ে র,স ং স ্ ক া র ে র
আ র,আ র ো
ন ি র ম া ন,ন ি র ্ ম া ণ
ব ই ত া,ভ য় ট া
শ ে শ,শ ে ষ
ব া র ি ত ে,ব া ড ় ি ত ে
খ ু স ি,খ ু শ ি
জ ি জ ্ ঞ া শ া,জ ি জ ্ ঞ া স া
ব া আ র,ব া ব া র
ছ ি ত শ া ধ ি ন,চ ি ক ি ৎ স া ধ ী ন
হ া প া ত া ল,হ া স প ত া ল
ম ই উ দ ্ দ ি ন,ম ই ন ু দ ্ দ ী ন
আ ই খ া ন ে,এ খ া ন ে
প র ে ন,প ড ় ে ন
ন ে উ র ন,ন ি উ র ন
র ে শ ি জ ম,র ে স ি জ ম
র া জ ন ি ত ি ব ি দ ে র,র া জ ন ী ত ি ব ি দ ে র
ত থ খ ন া ত,ত ৎ ক ্ ষ ণ া ৎ
স া ই দ ু র,স া ঈ দ ু র
ছ র া দ া ম ে,চ ড় া দ া ম ে
শ ি দ ্ ধ া ন ্ ত ে র,স ি দ ্ ধ া ন ্ ত ে র
অ ব র থ ন া,অ ভ ্ য র ্ থ ন া
প ্ র ি য় জ ঙ ্ ক ে,প ্ র ি য ় জ ন ক ে
স ঙ ্ খ া,স ং খ ্ য া
ক ন ্ স ু ল ত ে ন ্ ত,ক ন স া ল ট ে ন ্ ট
স ্ থ া ন ি ও,স ্ থ া ন ী য়
স র ্ ব ো প র ি,স র ্ ব ে া প র ি
ব ে প ি,ব ্ য প ী
ক া র া ব ন ্ দ ি,ক া র া ব ন ্ দ ী
শ ক ্ ত ি শ ্ ল ি,শ ক ্ ত ি শ া ল ী
ব া ন ল া দ ে স,ব া ং ল া দ ে শ
গ ্ র া ন ্ ধ ম ে র,গ ্ র া ন ্ ড হ ো ম ে র
ধ া ও য় া,ধ া ও য ় া
স র ্ ব স ে স,স র ্ ব শ ে ষ
প র ল ে,প ড় ল ো
প ু ল ি শ,প ু ল ি শ ে
স া র ্ ব ভ ো উ ম ত ্ ত,স া র ্ ব ভ ৌ ম ত ্ ব ে র
অ ন ু র ্ ধ ১ ৯,অ ন ু র ্ ধ ্ ব ১ ৯
এ ক ত ্ র ত,এ ক ত ্ র ি ত
হ া ন ্ ত ে,হ া ন ত ে
এ ই জ ি ন,এ ই জ ি ং ও
দ ে স ্ ক ে,দ ে শ ক ে
দ ্ র ি শ শ,দ ৃ শ ্ য
ব ি হ ত,ন ি হ ত
স া ম র থ ে,স া ম র ্ থ ্ য র ে
ধ া র ন া,ধ া র ণ া
জ ি য় া উ র,জ ি য ় া উ র
র ে ক র দ,র ে ক র ্ ড ও
র া স ি য় া,র া শ ি য় া
ক র ্ ম স ু চ ি ত ে র,ক র ্ ম স ূ চ ি ত ে র
জ া ম ি ন ে র র,জ া ম ি ন ে র
জ ল প ্ ত হ ে,জ ল প থ ে
অ ন ম ু ত ি,অ ন ু ম ত ি
ন ি স ছ য় ত া,ন ি শ ্ চ য় ত া
ব ে দ ন া র,ব ে দ ন া
শ া ত ্ ন,স ্ থ া ন
আ ক া শ,আ ক া শ ে ও
এ ঘ ু ল ো,এ গ ু ল ো
চ া র া র,ছ া ড় া র
স হ ে ল,স ো হ ে ল
ভ ি য় ে ত ্ ন া ম ে,ভ ি য ় ে ত ন া ম ে
র া ই,র া য়
দ া র া এ,দ া ঁ ড় া য়
র ম জ া ন ্ ত ি,র ম জ া ন ট ি
আ ন ্ দ ল ন ে,আ ন ্ দ ো ল ন ে
ক ে ল া দ ু ল া,খ ে ল া ধ ু ল ো
জ গ া জ গ ে র,য ো গ া য ো গ ে র
আ আ ও ত া য়,আ ও ত া য়
ত ্ র া জ ে ড ি,ট ্ র া জ ি ড ি
স ত,স ৎ
দ ে শ ব া স ি,দ ে শ ব া স ী
আ র ্ ত ্ ন া দ,আ র ্ ত ন া দ
ম া য় ে র,ম া র ে র
হ ই ব ে,হ ব ে
অ ন ু স ্ থ ি ত ্ ত,অ ন ু ষ ্ ঠ ি ত
অ ত ে,হ ত ে
ক ল ্ প ন য় া ই,ক ল ্ প ন া ই
প দ ত া গ ে র,প দ ত ্ য া গ ে র
শ ু ব ি ধ া,স ু ব ি ধ া
শ ি ন ্ য ে র,শ ি ং য় ে র
অ স ্ ত ্ র ে ল ি ই য় া র,অ স ্ ট ্ র ে ল ি য ় া র
ক ন ভ া ব ে ই,ক ো ন ো ভ া ব ে ই
স দ ্ দ,স দ ্ য
ন ি র ব া চ ন ি,ন ি র ্ ব া চ ন ী
জ ন প ্ র ি ও,জ ন প ্ র ি য ়
ম া ন ু শ,ম া ন ু ষ
এ য় া ড় প ো র ্ ট ে,এ য় া র প ো র ্ ট ে
স া ম ্ ন ে র,স া ম ন ে র
ল ম ্ প ত,ল ম ্ প ট
ব া র ম ে ড,ব া র ম ে ঢ ়
ব ে ব স স ্ থ া প ক,ব ্ য ব স ্ থ া প ক
ব ি ধ ব স ্ থ ে র,ব ি ধ ্ ব স ্ ত ে র
ব ঝ া প র া ত া,ব ো ঝ া প ড় া ট া
ব ি শ য় ত া,ব ি ষ য় ট া
ভ ি র,ভ ী ড ়
হ ত ্ ত া ক া ন ্ ড ে,হ ত ্ য া ক া ন ্ ড ে
ম ু র শ ি র,ম ু র স ি র
ব ি স শ,ব ি শ ্ ব
চ া ল ি য় া,চ া ল ি য় ে
প া র,প া র ো
ব ্ য া ক ্ ত ি দ ে র,ব ্ য ক ্ ত ি দ ে র
ক র ম ক া ন ্ দ,ক র ্ ম ক া ণ ্ ড
ম া ল ী ক দ ে র,ম া ল ি ক দ ে র
খ ে ল া ই,খ ে ল ে ই
এ ম ্ ন ক ি,এ ম ন ক ি
ম ম ি ন ু ল,ম ু ম ি ন ু ল
স ্ র া শ ্ ত ্ র,স ্ ব র া ষ ্ ট ্ র
স ম ্ প র ক ে,স ম ্ প র ্ ক ে
স ্ ত ক স,স ্ ট ো ক স
শ ন ব া দ,স ং ব া দ
আ ক ্ র ে,আ ঁ ক ড় ে
অ প া র,ও প র
আ ছ া র া,এ ছ া ড় া
ল র া ই য় ে,ল ড় া ই য় ে র
আ ত ্ ত স ম র প ন,আ ত ্ ন স ম র ্ প
জ ে ত,য ে ত
ম দ ্ ধ স ্ ত ত ভ গ ি,ম ধ ্ য স ্ ব ত ভ ো গ ি
স ে র ক ্ ম,স ে র ক ম
ন ে ট,ন ে ত া
ব ্ ব চ ব,ব ি স ি ব ি
এ শ ে,এ স ে
ত ্ র ফ ি ত ে,ট ্ র ফ ি ত ে
ব ি ষ য় গ ু ল,ব ি ষ য় গ ু ল ো
ম দ ্ ধ র া ত ে র,ম ধ ্ য র া ত ে র
স ্ ত ো র ে,স ্ ট ো র ে
ব া র ি ত ে,ব া ড় ি ত ে
শ ঙ ্ ঘ র শ ে,স ং ঘ র ্ ষ ে
জ র ে,জ ো র ে
থ গ,ঠ গ
চ ল া ছ ল,চ ল া চ ল
ম জ া ম ্ ম ে ল,ম ো জ া ম ্ ম ে ল
ও য় া শ ি ং ত ন,ও য় া শ ি ং ট ন
খ ে ত ্ ত ্ র ে,ক ্ ষ ে ত ্ র ে
ফ ু ত ে,ফ ু ট ে
স র ব ত ্ র,স র ্ ব ত ্ র
দ ্ র ন ে,ড ্ র ো ন
প ু ঞ ্ জ ি ভ ূ ত ক র ন ে র,প ু ঞ ্ জ ী ভ ূ ত ক র ণ ে র
শ া ম ্ প ্ র ত ি ক,স া ম ্ প ্ র ত ি ক
প র ি ক ্ ষ া ই,প র ী ক ্ ষ া য়
স ি ল ে ন,ছ ি ল ে ন
ফ ু ত ব ল া র দ ে র,ফ ু ট ব ল া র দ ে র
শ শ ন,শ ো ষ ণ
ম ন ্ ত ্ র ি শ ভ া র,ম ন ্ ত ্ র ি স ভ া র
২ ০ ১ ৯ এ ঁ র,২ ০ ১ ৯ এ র
ক ু ত ট া,ক ত ট া
ত ু,ট ু
দ ে য় া ড়,দ ে য় া র
ছ া র জ ন,চ া র জ ন
উ ল ্ ল ে ক জ জ ্ ঞ,উ ল ্ ল ে খ য ো গ ্ য
শ ্ র,শ র
প ্ র ে ক ্ ষ া প ত ে,প ্ র ে ক ্ ষ া প ট ে
ঘ া ত ্ ত ি,ঘ া ট ত ি
ক ত ি প ত ি,ক ো ট ি প ত ি
ঘ ন ্ ত া,ঘ ণ ্ ট া
র ঙ ে র,র ং য় ে র
স হ ম,স ো হ ম
এ র ন,অ ্ য া র ন
প া র থ ম ি ক ভ া ব ে,প ্ র া থ ম ি ক ভ া ব ে
জ উ য় া ন ্ দ ে র,জ ও য় া ন দ ে র
ব ি স ি য় া ই ই ম,ব ি স ি আ ই এ ম
আ ই ন শ ্ র ি ক ্ ষ ল া,আ ই ন শ ৃ ঙ ্ খ ল া
প ্ র ত ি ব ে দ ি ন ে,প ্ র ত ি ব ে দ ন
স ু প া র ম ্ ম,স ু প া র ম ম
ত ু দ ন ্ ত র,ত দ ন ্ ত ে
চ ো ট,ছ ো ট
ক ম ্ প া ন ি র,ক ো ম ্ প া ন ি র
ছ ল ্ ল,চ ল ল
ল ড় া ই,ল ড ় া ই
হ ই,হ য়
দ ে ম ক ্ র া ত দ ে র,ড ে ম ো ক ্ র ্ য া ট দ ে র
দ ু স ম য় ে র,দ ু ঃ স ম য় ে
অ ত ্ ত া,হ ত ্ য া
হ া স া ন,হ া স া ন ও
অ ই ত ি য য,ঐ ত ি হ ্ য
দ ক া ন ে র,দ ো ক া ন ে র
চ া দ া,চ া ঁ দ া
ছ া দ া,চ া ঁ দ া
ফ া ক ্ ত র,ফ ্ য া ক ্ ট র
প ্ র ত ি ক ্ ক া য়,প ্ র ত ী ক ্ ষ া র
জ া য় া ন ্ ত দ ে র,জ া য় া ন ্ ট দ ে র
প া ত র গ া ত া,প া থ র ঘ া ট া
আ ই স ি জ ি,আ ই স ি জ ে
স ু ন া ন ি উ ত ে,শ ু ন া ন ি ত ে
ম া ঝ প ্ ত হ ে,ম া ঝ প থ ে
এ ক ি,এ র ই
প ই র া,প ই ড় ্ য া
ত হ ল,ট হ ল
প ্ র ত ি র ধ,প ্ র ত ি র ো ধ
ম ি ড ি য় া ম,ম ি ড ি য ় া ম
জ প ং,জ ং
গ উ র ি র,গ ৌ র ি র
ব া ও ও া ল ি,ব া ও য় া ল ি
ড ্ র ম ক ে ও,ধ র ্ ম ক ে ও
উ থ ত ে,উ ঠ ত ে
ক ্ র ি ক ে ট প ্ র ে ম ি দ ে র,ক ্ র ি ক ে ট প ্ র ে ম ী দ ে র
ধ র ্ স ্ ন ে র,ধ র ্ ষ ণ ে র
ন ি র ভ র শ ি ল,ন ি র ্ ভ র শ ী ল
অ ন ্ ন া ন,অ ন ্ য া ন ্ য
ক া ন া গ ু শ া,ক া ন া ঘ ু ষ া
শ ঘ শ ি ত,স ্ ব ঘ ো ষ ি ত
চ ম ্ ম ি স ি ও ন ক ে,ক ম ি শ ন ক ে
দ ্ র ি শ ্ ত া ন ্ ত,দ ৃ ষ ্ ট া ন ্ ত
স ্ প শ ্ ত,স ্ প ষ ্ ট
দ ি য় া ই ও ২,ড ি আ ই ও ২
প ্ র া র থ ি ত া,প ্ র া র ্ থ ী ত া
ক র প ন া,ক ল ্ প ন া
য ে ক া ন ে,য ে খ া ন ে
ন া র ি দ ে র,ন া র ী দ ে র
স উ র ভ ে র,স ৌ র ভ ে র
র ে খ ে হ ে,র ে খ ে ছ ে
অ চ,ও স ি
উ ত ্ ত র খ া ন ে র,উ ত ্ ত র খ া ন ে
ন া শ ্ ত ি ক,ন া স ্ ত ি ক
ক ্ ষ ব,ক ্ ষ ো ভ
স র ি ক দ ে র ও,শ র ি ক দ ে র ও
শ া ধ ি ন ত া ক া ম ি,স ্ ব া ধ ী ন ত া ক া ম ী
স ে য় া র ি ং,শ ে য় া র ি ং
ন ি উ জ ি ল া ন ্ দ,ন ি উ জ ি ল ্ য া ন ্ ড
ও থ ে,ও ঠ ে
গ ু দ া,হ ু দ া
ঝ ি ম ি ও য় ে,ঝ ি ম ি য় ে
ম ু ক ্ ষ ম ন ্ ত ্ র ি ক ে,ম ু খ ্ য ম ন ্ ত ্ র ী ক ে
স া দ ্ ধ ম ত,স া ধ ্ য ম ত ো
আ ব ে গ আ প ্ ল ু ত,আ ব ে গ া প ্ ল ু ত
প ে ন া ল ত ি র,প ে ন া ল ্ ট ি র
হ প ্ য,হ য়
আ ন ব,আ ন ব ো
দ ু ব ে,ড ু ব ে
ন ি র ব ি চ া র ে,ন ি র ্ ব ি চ া র ে
স ম ্ ম ে ল ন ে,স ম ্ ম ে ল ন ে র
ক ্ র ি ক ে ত ে র র া ই,ক ্ র ি ক ে ট া র দ ে র ই
ন ই,ন য়
ত ি ন ্ ত ি ই,ত ি ন ট ি ই
ব ্ য া ত,ব ্ য া ট
ম া ম ী ণ ূ ড়,ম ম ি ন ু র
দ ব া ষ,দ ্ ব া দ শ
স ে ব ঙ ্ ক া র ি,স ে ব ন ক া র ী র া
ম ো ক া ব ী ল া,ম ো ক া ব ি ল া
ক র ম র ত র া,ক র ্ ম র ত র া
ব া ধ ি য় ে ছ ি ল ে ন,ব া ঁ ধ ি য ় ে ছ ি ল ে ন
ব ি ল ি ণ,ব ি ল ী ন
উ দ ো গ,উ দ ্ য ো গ
ক র ‍ ্ য ে,ক র ি য় ে
দ ি প ক ্ ষ ী য়,দ ্ ব ি প ক ্ ষ ী য়
দ র শ ন ে,দ র ্ শ ন ে
ক ে ব ল,ক ে ব ল ও
র া শ ্ ত ্ র,র া ষ ্ ট ্ র
ফ র ল ে ন,ফ ো র ল ে ন
ঘ ু শ,ঘ ু ষ
এ ক ট ি,এ ক ট া
খ ি ল ্ গ া ও,খ ি ল গ া ঁ ও
ব া ণ ি জ ্ য ে,ব া ণ ি জ ্ য
ন ে ত ৃ ত ে ন,ন ে ত ৃ ত ্ ব ে
অ ফ ি শ ে র,অ ফ ি স ে র
ন ্ ম া জ,ন া ম া জ
ছ া র প ত ্ র,ছ া ড় প ত ্ র
প র ি স ে ব া,প র ি ষ ে ব া
ব ্ জ হ া র ত ি য়,ভ া র ত ী য়
স ফ ট ও য় া র ট ি র,স ফ ট ও য় ্ য া র ট ি র
স া ধ ি ক া র,স ্ ব া ধ ি ক া র
গ া ল ্ ল ে র ‍ ্ য ত ে,গ ্ য া ল া র ি ত ে
র া ং গ া ব া ল ি ত ে,র া ঙ ্ গ া ব া ল ী ত ে
এ শ ে ছ ে ণ,এ স ে ছ ে ন
ব া উ ন ্ দ া র ি,ব া উ ন ্ ড া র ি ও
স া ল ে,স া ল ে র
স ি ক া র ক ্ ত ি,স ্ ব ী ক া র ো ক ্ ত ি
ছ া ঈ ড় ম া ণ,চ ে য় া র ম ্ য া ন
দ ে শ ্ ত ি ত ে,দ ে শ ট ি ত ে
ব ্ য ব ড ধ া ন ে,ব ্ য ব ধ া ন ে
শ ে খ া ঙ ্ ক া র,স ে খ া ন ক া র
ব র ধ ি ত,ব র ্ ধ ি ত
ক ম ি ত ি র,ক ম ি ট ি র
আ ন য় া র,আ ন ো য় া র
ম া থ া ব ে থ া ও,ম া থ া ব ্ য থ া ও
ফ ো ল ে,ফ ল ে
ত া ত খ ন ি ক ভ া ব ে,ত া ৎ ক ্ ষ ণ ি ক ভ া ব ে
ব ি স স া স,ব ি শ ্ ব া স
এ ক ্ স ি ত,এ ক ্ স ি ট
অ ন ু শ া র ে,অ ন ু স া র ে
স ম ্ ম ু খ ি ন,স ম ্ ম ু খ ী ন
স ্ র ে ন ি ত ে ই,শ ্ র ে ণ ী ত ে ই
স া ং ব া দ ি ক ্ র া,স া ং ব া দ ি ক র া
গ ্ র ি হ জ ু দ ে র,গ ৃ হ য ু দ ্ ধ ে র
র া ক ব,র া খ ব
ত ু র ন া ম ে ন ্ ত,ট ু র ্ ন া ম ে ন ্ ট
র ে ল য় ে,র ে ল ও য় ে
এ ম ্ ন,এ ম ন ও
ক থ া য়,ক ো ঠ া য়
অ খ ত,অ ক ্ ষ ত
হ য়,হ য় ে
গ ত ি শ ি ল ত া,গ ত ি শ ী ল ত া
শ া ত ে র,স া ত ে র
ব ি দ ্ দ া ল য় র,ব ি দ ্ য া ল য় ে র
উ ক ্ র ে ন,ই উ ক ্ র ে ন
ব শ া র,ব স া র
আ চ ্ র ন ে,আ চ র ণ ে
আ দ ে শ ্ ত ি,আ দ ে শ ট ি
ব ি চ ্ ছ ু ত ি,ব ি চ ্ য ু ত ি
র া স ্ ত ্ র দ ু ত,র া ষ ্ ট ্ র দ ূ ত
