Word,Error
ক্ষমতায়,খমতাই
এসেছেন,এশেছেণ
এসেছেন,এশেছেন
এসেছেন,এসেচেন
এসেছেন,এশেচেন
আজই,আজি
বয়োজ্যেষ্ঠদের,বয়জেশ্তদের
খাবার,খাব্আর
তৈরিতে,তইরিতে
মনোবিজ্ঞানী,মনবিজ্ঞানি
ওয়েইনস্টেইন,অয়েইন্সতেইন
হ্যাকারদের,হেকারদের
কাছে,কাসে
কাছে,কাচে
কাছে,কছে
কয়েক,ক্যেক
কয়েক,কয়ক
কয়েক,করের
দাবি,দাব
দাবি,দাবী
দাবি,ধাবি
দাবি,ডাবই
হ্যাকার,হেকার
অফিস,আফিশ
অফিস,অফিশ
সময়ের,শময়ের
সরাসরি,শরাশরি
সরাসরি,শরারশরি
সরাসরি,সরসরি
সরাসরি,সরাস্রি
রাজি,তাজি
এফবিআইএনএএ,এফবিয়াইএনী
বান্ধবীদের,বান্দবিদের
বান্ধবীদের,বান্ধবিদের
শেয়ার,সেয়ার
সবার,শবার
সবার,সনবার
দুইটি,দুই
দুইটি,দুইতি
মুখোমুখি,মুখমুখি
সংঘর্ষের,শঙ্ঘরশের
সংঘর্ষের,শংঘরশের
ঘটনা,ঘত্না
ঘটনা,ঘতনা
ঘটনা,ঘতয়ান
ঘটনা,গতনা
ঘটনা,গত্না
ঘটনা,ঘোটনা
ঘটনা,ঘোঁটনা
ঘটনা,ঘইতনা
ঘটনা,ঘুতনা
ঘটনা,ঘিতনা
ঘটনাস্থলেই,ঘত্নাস্থলেই
ঘটনাস্থলেই,ঘতনাস্থলেই
ঘটনাস্থলেই,গতনাস্থলে
যাত্রীর,জাত্রির
এটিই,এতিই
উঠে,উথে
উঠে,অথে
উঠে,উতে
টেনিসপ্রেমীদের,তেনিস্প্রেমিদের
ম্যাচটির,মাছতির
চোখ,ছখ
চোখ,ছক
চোখ,চখ
টেনিস,তেনিস
ভক্তদের,ভকদ্দের
ভক্তদের,বক্তদের
গোটা,গতা
গোটা,গটা
ভারতীয়,ভারতিয়
ভারতীয়,ভারতীয়
সৈনিক,শইনিক
লেগেছিল,লেগেচিল
শিক্ষার্থীরা,শিক্ষারথিরা
শিক্ষার্থীরা,শিখারতিরা
শিক্ষার্থীরা,সিক্ষারথিরা
শিক্ষার্থীরা,শিক্ষার্থিরা
শিক্ষার্থীরা,শিক্ষারথীরা
স্লোগানে,স্লগানে
বরণ,বরন
নূর,নুর
প্রতিটি,প্রতিতি
প্রতিটি,পতিতি
প্রতিটি,প্রতীতি
ন্যায়সঙ্গত,ন্যসশঙ্গত
উৎসাহ,উতশাহ
উৎসাহ,উতসাহ
উদ্দীপনা,উন্নিপনা
জীবন,জিবন
যাপন,জাপন
আগ্রহী,আগ্রহি
আগ্রহী,আগ্রহ
দুঃখজনকভাবে,দুক্ষজনকভাবে
প্রচেষ্টায়,প্রছেশ্তায়
দলটাকে,দলতাকে
একেবারে,আকবারে
উচ্চতায়,উছছতায়
কখনো,কখন
কখনো,কখনও
কখনো,কখনু
কখনো,ক্ষন
জোফ্রা,জফ্রা
ম্যাচ,ম্যাছ
ম্যাচ,মাছ
ম্যাচ,মেছ
ম্যাচ,মাতছ
ম্যাচ,ম্যাচে
ম্যাচ,মেচ
ম্যাচ,মাচ
ম্যাচ,ম্যচ
ম্যাচ,ম্যচে
চূড়ান্ত,ছুরান্ত
চূড়ান্ত,চূড়ান্ঠ
চূড়ান্ত,চুরান্ত
মোট,মত
ভোটার,ভতার
ভোটার,ভতের
সোমবার,শম্বার
সোমবার,সম্বার
সোমবার,সমবার
দুপুর,দুপুরে
২টা,২তা
কেন্দ্রে,ক্কেন্দ্রে
ভোটগ্রহণ,ভতগ্রহন
ভোটগ্রহণ,ভোটগ্রহন
ভোটগ্রহণ,ভতেগ্রহন
বিষের,বিশের
শ্বাসকষ্টসহ,শাস্কশ্ত
বিতৃষ্ণাভাব,বিত্রিশ্নাভাব
সিংহমাছ,শিনহ্মাছ
সর্বোচ্চ,শরবছছ
সর্বোচ্চ,সরবচ্চ
সর্বোচ্চ,শরবচ্চ
সর্বোচ্চ,সরবচ্ছ
সর্বোচ্চ,সর্বচ্চ
বেঁচে,বেচে
বেঁচে,বেছে
পুরো,পুর
পুরো,পুরও
পুরো,পুড়ো
সৌম্য,শউম্ম
সৌম্য,সইম্য
সৌম্য,সউম্ম
সৌম্য,শাম্ম
সকল,শকল
সকল,শক্ল
সকল,স্ক্ল
সকল,স্কাল
খেলোয়াড়ই,খেলয়ার
ফর্মে,ফরমে
আসর,আশর
আসর,আস্র
আসর,আশন
ডান,দান
ডান,ডাণ
পেসার,পেশার
সতর্কবার্তা,শতরকবারতা
সতর্কবার্তা,শতরকবারতষ
সতর্কবার্তা,সতরকবারতা
জয়াসুন্দরা,জয়াশুন্দরা
কর্মকর্তার,করমকরতার
কর্মকর্তার,করমকরতা
পাঠান,পাথান
রাজনৈতিক,রাজনইতিক
রাজনৈতিক,রাজনৌতিক
রাজনৈতিক,রাজনৈতক
এমন,এমণ
এমন,এম্ন
ঐক্য,অইক্ক
অপরিহার্য,অপরিহারজ
আসতে,আশ্তে
আসতে,আস্তে
আসতে,আসস্তে
সরকারকেই,শরকারকেই
মার্কেন্টাইল,মারকেন্তাইল
ব্যাংকের,বাঙ্কের
ব্যাংকের,বেঙ্কের
ব্যাংকের,ব্যাওংকের
ব্যাংকের,বেংকের
নারী,নারি
কর্মকর্তারা,করমকরতারা
কর্মকর্তারা,করমকরতা
কর্মকর্তারা,কর্মকরতাদের
অনুষ্ঠানে,অনুশ্তহানে
অনুষ্ঠানে,অনুস্থানে
অনুষ্ঠানে,অনুশাটানে
অনুষ্ঠানে,অনুস্তানে
অনুষ্ঠানে,অনুস্থাএ
অংশ,অনশ
অংশ,আংশ
অংশ,অংস
অংশ,অঙ্ঘশ
নেন,দেন
নেন,নেং
কে,ক
অতিথি,অতিতি
টিজারও,তিজার
যাচ্ছে,জাছে
যাচ্ছে,জাছছে
যাচ্ছে,জাসছে
যাচ্ছে,জাচ্ছে
যাচ্ছে,জাচ্চে
যাচ্ছে,জাচসে
যাচ্ছে,জাশশে
যাচ্ছে,জাসসে
যাচ্ছে,যাচ্চে
যাচ্ছে,জাআচ্ছে
গুঞ্জনও,গুঞ্জন
ছড়িয়েছে,ছরিয়েছে
ইতোমধ্যেই,ইতমদ্ধেই
ইতোমধ্যেই,ইতোমধেই
ইতোমধ্যেই,ইতিমদ্দেই
ঢাকায়,ধাকায়
ঢাকায়,দাকায়
ঢাকায়,ধাকাই
ঢাকায়,ঢাকা
বিদ্রোহীরা,বিদ্রহিরা
আবারও,আবার
আবারও,আবার্ব
ক্ষেপণাস্ত্র,খেপনাস্ত্র
ক্ষেপণাস্ত্র,খেপনাস্র
চালিয়েছে,ছালিয়েছে
চালিয়েছে,চালিয়চ্ছে
চালিয়েছে,ছালিয়েচে
বেসামরিক,বেশামরিক
ধর্ম,দরম
ধর্ম,ধ্রম
ধর্ম,দর্ম
ধর্মনিরপেক্ষ,ধরম্নিরপেক্ষ
দেশ,দেস
দেশ,ডেষ
গড়তে,গরতে
চেয়েছে,ছেয়েছে
