correct_sentence,gt,sentence,correction
"যুক্তরাষ্ট্র আশঙ্কা করছে , উত্তর কোরিয়া আন্তমহাদেশীয় ক্ষেপণাস্ত্র ব্যবস্থা তৈরি করছে , যা যুক্তরাষ্ট্রের মূল ভূখণ্ডে আঘাত হানতে সক্ষম।","যুক্তরাষ্ট্র আশঙ্কা করছে , উত্তর কোরিয়া আন্তমহাদেশীয় ক্ষেপণাস্ত্র ব্যবস্থা তৈরি করছে , যা যুক্তরাষ্ট্রের মূল ভূখণ্ডে আঘাত হানতে সক্ষম।","যুক্তরাষ্ট্র আশঙ্কা করছে , উত্তর কোরিয়া আন্তমহাদেশীয় ক্ষেপণাস্ত্র ব্যবস্থা তৈরি করছে , যা যুক্তরাষ্ট্রের মূল ভূখণ্ডে আঘাত হানতে সক্ষম।",[]
পুরো ইনিংসে কোনো বাজে শট খেলেননি।,পুরো ইনিংসে কোনো বাজে শট খেলেননি।,পুরো ইনিংসে কোনো বাজে শট খেলেননি।,[]
এই নিয়ে নতুনভাবে ভাবতে হবে।,এই নিয়ে নতুনভাবে ভাবতে হবে।,এই নিয়ে নতুনভাবে ভাবতে হবে।,[]
আমারও খুব আগ্রহ হলো।,আমারও খুব আগ্রহ হলো।,আমারও খুব আগ্রহ হলো।,[]
সেখানে শেখেন মেশিনে নকশা করার কাজ।,সেখানে শেখেন মেশিনে নকশা করার কাজ।,সেখানে শেখেন মেশিনে নকশা করার কাজ।,[]
বিশ্ববিদ্যালয়ের প্রক্টর কামরুজ্জামান চৌধুরী ওই শিক্ষকের নতুন গাড়ি কেনা এবং প্রায় এক সপ্তাহ ধরে গাড়িচালককে সঙ্গে নিয়ে গাড়ি চালনা শেখার বিষয়টি নিশ্চিত করেন।,বিশ্ববিদ্যালয়ের প্রক্টর কামরুজ্জামান চৌধুরী ওই শিক্ষকের নতুন গাড়ি কেনা এবং প্রায় এক সপ্তাহ ধরে গাড়িচালককে সঙ্গে নিয়ে গাড়ি চালনা শেখার বিষয়টি নিশ্চিত করেন।,বিশ্ববিদ্যালয়ের প্রক্টর কামরুজ্জামান চৌধুরী ওই শিক্ষকের নতুন গাড়ি কেনা এবং প্রায় এক সপ্তাহ ধরে গাড়িচালককে সঙ্গে নিয়ে গাড়ি চালনা শেখার বিষয়টি নিশ্চিত করেন।,[]
এর বাইরে আর কিছু ভাবতে পারে না।,এর বাইরে আর কিছু ভাবতে পারে $none$।,এর বাইরে আর কিছু ভাবতে পারে none।,"[((28, 31), 'না')]"
প্রাকৃতিক বন বা সংরক্ষিত নয় এমন এলাকার পরিমাণ ১৭ লাখ একর।,প্রাকৃতিক বন $b$ সংরক্ষিত $ny$ এমন এলাকার পরিমাণ ১৭ লাখ একর।,প্রাকৃতিক বন b সংরক্ষিত ny এমন এলাকার পরিমাণ ১৭ লাখ একর।,"[((13, 13), 'বা'), ((24, 25), 'নয়')]"
"প্রযোজক , হলমালিক , হল কর্মকর্তা , বুকিং এজেন্ট , শিল্পীদের বসত মিলনমেলা।","প্রযোজক , হলমালিক , হল কর্মকর্তা , বুকিং এজেন্ট , শিল্পীদের বসত মিলনমেলা।","প্রযোজক , হলমালিক , হল কর্মকর্তা , বুকিং এজেন্ট , শিল্পীদের বসত মিলনমেলা।",[]
"জেলা জামায়াতের মুখপাত্র আবু মো . সেলিম বলেন , এ আসনটি তাঁদের ছিল।","জেলা জামায়াতের মুখপাত্র আবু মো . সেলিম বলেন , $e$ আসনটি তাঁদের ছিল।","জেলা জামায়াতের মুখপাত্র আবু মো . সেলিম বলেন , e আসনটি তাঁদের ছিল।","[((46, 46), 'এ')]"
"সেখানে আগ্নেয়াস্ত্রের পাশাপাশি তির-ধনুক , দা , ছুরি এসবও রয়েছে।","সেখানে আগ্নেয়াস্ত্রের পাশাপাশি তির-ধনুক , দা , ছুরি এসবও রয়েছে।","সেখানে আগ্নেয়াস্ত্রের পাশাপাশি তির-ধনুক , দা , ছুরি এসবও রয়েছে।",[]
