,gt_x,gt_y,diff
2768,লোকে বলে সেটা বৃষ্টি ছিলো।,লোকে বলে সেটা বৃষ্টি $ছিলো$।,True
2786,বুলডোজার দিয়ে ইটের তৈরি কয়েকটি $ছোট ছোট$ $দেয়াল$ ভেঙে দেওয়া হয়।,বুলডোজার দিয়ে ইটের তৈরি কয়েকটি $ছোট$ $ছোট$ $দেয়াল$ ভেঙে দেওয়া হয়।,True
2822,"তার থেকে একটি বর্ণনা পাওয়া যায়, যেখানে তিনি বলেছেন, বিয়ের সময় রাসূল (সা.) ও তার স্ত্রী উভয়ের বয়সই ছিল ২৮ বছর।","তার থেকে একটি বর্ণনা পাওয়া যায়, যেখানে তিনি বলেছেন, বিয়ের সময় রাসূল ($সা.$) ও তার স্ত্রী উভয়ের বয়সই ছিল ২৮ বছর।",True
2839,মাঝে মাঝে ডরথি চেষ্টা করছে দীদার সাথে খুনসুটি করতে$$ $কিন্তু$ দীদা হাসছে বটে$$ প্রাণহীন।,মাঝে মাঝে ডরথি চেষ্টা করছে দীদার সাথে খুনসুটি করতে$$ $কিন্তু$ দীদা হাসছে বটে প্রাণহীন।,True
2840,কয়েক ঘন্টার প্রসব বেদনা যেতে না যেতেই সি-সেকশন বা সিজার করে সন্তান বের করে আনা $হয়।,কয়েক ঘন্টার প্রসব বেদনা যেতে না যেতেই সি-সেকশন বা সিজার করে সন্তান বের করে আনা হয়।,True
2854,মোটরসাইকেলের $দাম$ $চালাইতে$ লাইসেন্স$$ তেল$$ মবিল$$ কতকিছুই না লাগে$।,মোটরসাইকেলের $দাম$ $চালাইতে$ লাইসেন্স$$ তেল$$ মবিল কতকিছুই না লাগে।,True
2857,আর অভাবে কত$$ আসলে সরকারের $উচিৎ$ ভালো কোনো পদক্ষেপ $নেয়া$$$,আর অভাবে কত$$ আসলে সরকারের $উচিৎ$ ভালো কোনো পদক্ষেপ নেয়া$$,True
2879,তার চেয়ে একটু$$ খানি টিভি দেখা যাক।,তার চেয়ে $একটু খানি$ টিভি দেখা যাক।,True
2880,মেলোডিক প্রধান স্কেল $হল$$$ জ্যাজ মাইনর স্কেলের পঞ্চম মোড।,মেলোডিক প্রধান স্কেল $হল$ জ্যাজ মাইনর স্কেলের পঞ্চম মোড।,True
2889,জুতার বাড়ি $তুকে$,জুতার বাড়ি $তুকে$$$,True
2892,আমরা ড্রয়িং রুমের পাশে ছোট বারান্দায় সব জড়ো করে আগুন জালিয়েছি।,আমরা ড্রয়িং রুমের পাশে $ছোট$ বারান্দায় সব জড়ো করে আগুন জালিয়েছি।,True
2906,এদের ভাল জিনিষ কখনও কিছু ভোগ হয়নি।,এদের $ভাল$ $জিনিষ$ কখনও কিছু ভোগ হয়নি।,True
2910,বিড়ালমার্কা ছেলেদের সঙ্গে কলাখোর বানরগুলাই মজে।,বিড়ালমার্কা ছেলেদের সঙ্গে কলাখোর $বানরগুলাই$ মজে।,True
2916,"তবে ভুলে গেলে চলবেনা, মুসলিমরা যেমন দৈনন্দিন জীবনে পশ্চিমাদের আবিষ্কারের মুখাপেক্ষী তেমনি পশ্চিমারাও তাদের আবিষ্কৃত পণ্য মুসলিমদের নিকট বিকানোর মুখাপেক্ষী।","তবে ভুলে গেলে $চলবেনা$, মুসলিমরা যেমন দৈনন্দিন জীবনে পশ্চিমাদের আবিষ্কারের মুখাপেক্ষী তেমনি পশ্চিমারাও তাদের আবিষ্কৃত পণ্য মুসলিমদের নিকট বিকানোর মুখাপেক্ষী।",True
2921,আড়াইদিনের জার্নি শেষে ট্রেন যখন চেন্নাই স্টেশনে ঢুকছিল তার বেশ কিছু আগে থেকে চারপাশ থেকে এত্ত বিশ্রি ময়লার গন্ধ আসছিল মনে হয়েছিল এ কোথায় আসালাম রে বাবা!,$আড়াইদিনের$ জার্নি শেষে ট্রেন যখন চেন্নাই স্টেশনে ঢুকছিল তার বেশ কিছু আগে থেকে চারপাশ থেকে $এত্ত$ বিশ্রি ময়লার গন্ধ আসছিল মনে হয়েছিল এ কোথায় আসালাম রে বাবা!,True
2922,$সালা$ আবাল নাকি$ $? এই $কমেন্ট গুলা$ করার আগে গলায় দড়ি দিলি না কেন$$,$সালা$ আবাল নাকি ? এই $কমেন্ট গুলা$ করার আগে গলায় দড়ি দিলি না কেন$$,True
