sentence,gt
তবে আর্থিক অবস্থা তখনও উদ্বেগজনক ছিল।,তবে আর্থিক অবস্থা তখনও উদ্বেগজনক ছিল।
তোমার কাছে কামান থাকতে এই বাজে পিস্তল সাথে রাখো কেন?,তোমার কাছে কামান থাকতে এই বাজে পিস্তল সাথে রাখো কেন?
বিনিময়ে তাঁকে তিন হাজার টাকা মজুরি দেওয়ার কথা।,বিনিময়ে তাঁকে তিন হাজার টাকা মজুরি দেওয়ার কথা।
অস্ট্রেলিয়া থেকে ফিরে সংগীত বিশেষজ্ঞ আহমাদ নাসের সারমাস্ট এটি প্রতিষ্ঠা করেন।,অস্ট্রেলিয়া থেকে ফিরে সংগীত বিশেষজ্ঞ আহমাদ নাসের সারমাস্ট এটি প্রতিষ্ঠা করেন।
আজ আমি অনেক হাঁটি।,আজ আমি অনেক হাঁটি।
মান্দ্রাজের লোকদের সঙ্গে যুক্তি করে কাজ করবে।,মান্দ্রাজের লোকদের সঙ্গে যুক্তি করে কাজ করবে।
"প্রতিদিনই নতুন নতুন ডাকাতির খবর শোনা যাচ্ছে, যার কোনোটিরই সত্যতা মিলছে না।","প্রতিদিনই নতুন নতুন ডাকাতির খবর শোনা যাচ্ছে, যার কোনোটিরই সত্যতা মিলছে না।"
তিনি বিয়ে করেছিলেন এবং তার একটি পুত্র ছিল।,তিনি বিয়ে করেছিলেন এবং তার একটি পুত্র ছিল।
স্কট অস্ট্রেলিয়ান সরকারের একজন অস্ট্রেলিয়ান শিক্ষানবিশ রাষ্ট্রদূত।,স্কট অস্ট্রেলিয়ান সরকারের একজন অস্ট্রেলিয়ান শিক্ষানবিশ রাষ্ট্রদূত।
"গ্যোটে-ইনস্টিটিউট অস্ট্রেলিয়াতে সক্রিয়, মেলবোর্ন ও সিডনিতে এর শাখা রয়েছে।","গ্যোটে-ইনস্টিটিউট অস্ট্রেলিয়াতে সক্রিয়, মেলবোর্ন ও সিডনিতে এর শাখা রয়েছে।"
আমি এভাবে চিন্তা করি।,আমি এভাবে চিন্তা করি।
