text,label
"কিছু বলার নাই এক কথায় অসাধারণ ছিলো এই প্রথম আমি নাটকে কমেন্ট করলাম, কমেন্ট না করে পারলাম না",p
"পুরাই,, কবির ছিং।",p
অসাধারন  হয়ছে কিন্তু নাটক টা আমার কাছে অনেক ভালো লাকছে নিশো ভাইকে অনেক ভালোবাসি।,p
"মিজানুর রহমান আরিয়ান, মাবরুর রশিদ বান্না এরা পরিচালক না রে ভাই এরা অন্য লেভেলের এতো এতো এতো ভাল ভাবে একটা গল্প ফুটিয়ে তুলতে পারে এরা। সেলুট ভাই আপনাদের।",p
অসাধারণ একটা নাটক দেখলাম নির্মাতা কে অনেক ধন্যবাদ,p
"পরিচালক কে অসংখ্য ধন্যবাদ সুন্দর নাটক বানানোর জন্য,,,,,, নাটকটা খুব ভালো লাগল।",p
নিশো&মেহেজাবিন আপুর জুটি সর্ব কালের সেরা,p
নিশো ভাইর কাছ থেকে এই রকম প্রেমের নাটক আরো দেখতে চাই নিশো ভাই.+ মেহজাবিন আপু,p
আরিয়ান তুমি কি ভাই! এতো সুন্দর নাটক কিভাবে তৈরি করেন? ভালোবাসা রহিলো হে পরিচালক,p
কিছুটা কাবির সিং এর মতই,p
অসাধারণ নাটক খুব ভালো লাগলো..,p
এটা কি নাটক নাকি স্বর্গীয় কিছু?,p
""""" নিসো """" ভাই এ কি নাটক করেছিস রে ভাই,😪আরিয়ান ভাই ইউ আর দা বেস্ট ,"""""" নিসো বস """""" বসই থাকলে, অসাধারনআর মেহজাবিন আপু অসাধারন ধন্যবাদ এতো সুন্দর একটা নাটকের সহযোগিদের কে",p
"অনেক এনেক সুন্দর হয়েছে ,, ভাই সত্যি আপনার মতো এক্টর হয় না ,, love you ভাই..",p
অসাধারন আফরান নিশো মানেই বাজিমাত কিছু,p
আমার দেখা নিশোর সেরা নাটক,p
খুব ভালো লাগলো নাটক টা।,p
ভাই নাটকটা সত্যি খুব খুব ভালো লাগছে,p
ভাই নাটকটা অনেক  ভালোলাগলো,p
"ভালোবাসার আরেক নাম পাগলামি,পাগলামি না থাকলে ভালোবাসা হয় না পাগলি। সত্যি কারের ভালবাসা এমনি হয়।(P&N)",p
মিলে চে অনেক কিচুয় আড় ভলার ম্যতকিচুই নাই অসাধাড়ন,p
নাটকটি এক কথায় অসাধারণ,p
ভাই আমার সেরা!!!! নিশো ভাই।,p
"অসাধারণ,",p
"কি বলবো বুঝতেছি না, আমি আমার বলার ভাষা হারিয়ে ফেলেছি।নিজের অজান্তেই কখন যে কেঁদে ফেললাম বুঝতে পারলাম না। আমার মতে ২০১৯ সালের সেরা নাটক এইটা,আমার সাথে কে কে এক মত???",p
