correct_sentence,matched_token
"এখন অবশ্য ঢাকাতেই ঈদ করেন৷ চাঁদরাতে হাতে কোনো কাজ রাখেন না৷ রাতের বেলায় সব বন্ধু মিলে ঘুরে বেড়ান রাজধানীর বিভিন্ন শপিং মলে৷ পোশাক কেনাকাটা অবশ্য আগেই হয়ে যায়৷ এদিকে হাতে মেহেদি লাগানো একেবারেই পছন্দ নয় সাবিলার৷ তবে ঈদের আগের রাতে বাড়ির অন্যরা যখন হাতে মেহেদি লাগায়, তা দেখতে খুব ভালো লাগে তাঁর৷ ঘটা করে মেহেদি লাগানোর এই আয়োজনটাও সাবিলার মনে নিয়ে আসে ঈদের আনন্দ৷তারকা হওয়ার পরে ঈদের সকালটা একটু দেরি করেই শুরু হয় সাবিলা নূরের৷ এই সময়ে পরার জন্য আরামদায়ক একটা সালোয়ার-কামিজ বেছে নেন।",ঈদ
পয়েন্ট ৩০-এর নিচে নেমে এলে লাইসেন্স বাতিল হবে এবং নতুন করে পরীক্ষা দিয়ে লাইসেন্স নিতে হবে।,পয়েন্ট
"আর যদি তা না হয়, উইকেট হবে সবুজ, বল বেশ নড়বে চড়বে।",না
সব ক্ষেত্রে সিটি করপোরেশনের দায়িত্ব সবচেয়ে বেশি।,সিটি
"৩৮তম ব্যাচের প্রশিক্ষণার্থী ও চকরিয়ার খুটাখালী এলাকার একটি বেসরকারি সংস্থার কর্মী আনোয়ারা বেগম জানান, তিন মাসের কম্পিউটার কোর্সটি নিতে তাঁকে প্রতিদিন ৫৫ কিলোমিটার দূর থেকে শহরে আসা-যাওয়া করতে হয়েছে।",ও
২০১৬ সালে জামালপুরে হায়দার আলী হিজড়া (৪২) হত্যাকাণ্ডে সন্দেহভাজন আসামিদের মধ্যে কয়েকজন ছিলেন হিজড়া।,সালে
এ ঘটনায় পুলিশের কাজে বাধা ও বিস্ফোরকদ্রব্য আইনে যাত্রাবাড়ী থানার পুলিশ মামলা করে।,ও
"ফিলিপনগর পিএম কলেজ চত্বরে সকালে শহীদ ইয়াকুব আলীর কবরে পুষ্পমাল্য অর্পণ করেন জেলা জাসদের সাধারণ সম্পাদক আবদুল আলীম, শহীদ ইয়াকুব আলী স্মৃতি সংসদ, জাসদ ছাত্রলীগ ও পিএম কলেজের শিক্ষকেরাসহ বিভিন্ন সংগঠন।",কলেজ
মিড ডে পত্রিকাকে এমন তথ্যই জানিয়েছেন এই পিকে অভিনেত্রী।,ডে
এটি দেশি-বিদেশি জঙ্গি সংগঠনের মধ্যে যোগাযোগ ও সমন্বয়ের কাজ করত বলে অভিযোগ ছিল।,ও
নরসিংদী পৌর নির্বাচনে আওয়ামী লীগের মেয়র প্রার্থী ও বর্তমান মেয়র মো. কামারুজ্জামানের বিরুদ্ধে নির্বাচনের পরিবেশ নষ্টের অভিযোগ করেছেন দলীয় বিদ্রোহী প্রার্থী এসএম কাইয়ুম।,ও
প্রায় ২৭ লাখ পুরোনো মামলা বিচারাধীন থাকতে অধস্তন আদালত প্রশাসনে বদলি ও নিয়োগ-সংক্রান্ত অচলাবস্থা দেখা দেওয়া ভালো কথা নয়।,ও
২০০৪ সালের আগস্ট মাসে আওয়ামী লীগের প্রতিবাদ সভা আয়োজনের সংবাদ জানার পর শেখ হাসিনা ও আওয়ামী লীগ নেতাদের ওপর হামলা চালানোর সিদ্ধান্ত নেওয়া হয়।,ও
